customer_id,category,product,transaction_count,units_sold,product_revenue
C0430,Electronics,Smartphone,3,11,440000.0
C0361,Electronics,Tablet,4,16,439500.0
C0268,Electronics,Laptop,2,7,438750.0
C0439,Electronics,Smartphone,3,12,438000.0
C0013,Electronics,Tablet,4,16,436500.0
C0026,Electronics,Laptop,3,7,435500.0
C0309,Electronics,Laptop,2,7,435500.0
C0405,Electronics,Laptop,3,7,432250.0
C0500,Electronics,Smartphone,3,12,426000.0
C0237,Electronics,Laptop,2,7,422500.0
C0406,Electronics,Laptop,3,7,422500.0
C0044,Electronics,Smartphone,3,11,422000.0
C0110,Electronics,Smartphone,4,11,422000.0
C0213,Electronics,Laptop,3,7,419250.0
C0250,Electronics,Laptop,2,7,419250.0
C0218,Electronics,Tablet,4,15,417000.0
C0100,Electronics,Laptop,2,7,416000.0
C0120,Electronics,Laptop,2,7,416000.0
C0235,Electronics,Laptop,2,7,416000.0
C0244,Electronics,Laptop,2,7,416000.0
C0147,Electronics,Tablet,4,14,414000.0
C0342,Electronics,Laptop,2,7,412750.0
C0481,Electronics,Laptop,2,7,412750.0
C0184,Electronics,Smartphone,3,11,410000.0
C0048,Electronics,Laptop,2,7,409500.0
C0233,Electronics,Laptop,2,7,409500.0
C0319,Electronics,Smartphone,4,11,408000.0
C0425,Electronics,Smartphone,5,11,406000.0
C0215,Electronics,Smartphone,3,11,400000.0
C0090,Electronics,Laptop,2,7,399750.0
C0351,Electronics,Smartphone,3,10,398000.0
C0458,Electronics,Smartphone,3,11,396000.0
C0013,Electronics,Laptop,2,7,393250.0
C0326,Electronics,Laptop,2,7,393250.0
C0120,Electronics,Smartphone,2,10,390000.0
C0393,Electronics,Laptop,2,6,390000.0
C0065,Electronics,Smartphone,3,10,388000.0
C0069,Electronics,Tablet,4,14,387000.0
C0176,Electronics,Laptop,2,7,386750.0
C0443,Electronics,Smartphone,3,10,386000.0
C0148,Electronics,Laptop,2,6,380250.0
C0143,Electronics,Smartphone,3,10,380000.0
C0179,Electronics,Tablet,3,13,378000.0
C0244,Electronics,Smartphone,3,10,374000.0
C0196,Electronics,Laptop,2,6,373750.0
C0406,Electronics,Smartphone,3,10,372000.0
C0319,Electronics,Laptop,3,6,370500.0
C0439,Electronics,Laptop,2,6,370500.0
C0493,Electronics,Laptop,2,6,370500.0
C0280,Electronics,Smartphone,2,10,370000.0
C0480,Electronics,Smartphone,3,10,368000.0
C0316,Electronics,Tablet,3,13,367500.0
C0445,Electronics,Tablet,3,13,367500.0
C0314,Electronics,Laptop,2,6,367250.0
C0109,Electronics,Smartphone,3,10,366000.0
C0229,Electronics,Smartphone,4,10,366000.0
C0427,Electronics,Tablet,4,13,366000.0
C0195,Electronics,Tablet,3,13,364500.0
C0473,Electronics,Laptop,2,6,364000.0
C0500,Electronics,Laptop,2,6,364000.0
C0026,Electronics,Tablet,4,13,363000.0
C0117,Electronics,Tablet,3,13,363000.0
C0192,Electronics,Tablet,4,13,361500.0
C0240,Electronics,Laptop,2,6,360750.0
C0321,Electronics,Laptop,2,6,360750.0
C0359,Electronics,Laptop,2,6,360750.0
C0452,Electronics,Laptop,2,6,360750.0
C0153,Electronics,Smartphone,2,10,360000.0
C0162,Electronics,Smartphone,2,10,360000.0
C0049,Electronics,Laptop,2,6,357500.0
C0272,Electronics,Tablet,4,13,357000.0
C0107,Electronics,Smartphone,4,10,354000.0
C0012,Electronics,Smartphone,3,10,352000.0
C0251,Electronics,Laptop,2,6,351000.0
C0270,Electronics,Laptop,2,6,351000.0
C0176,Electronics,Smartphone,2,9,350000.0
C0114,Electronics,Smartphone,3,9,348000.0
C0304,Electronics,Smartphone,3,9,348000.0
C0383,Electronics,Smartphone,3,10,348000.0
C0074,Electronics,Laptop,4,6,347750.0
C0360,Electronics,Tablet,3,12,345000.0
C0283,Electronics,Smartphone,2,9,344000.0
C0306,Electronics,Smartphone,2,9,344000.0
C0194,Electronics,Tablet,3,12,342000.0
C0369,Electronics,Smartphone,3,9,342000.0
C0453,Electronics,Laptop,2,6,341250.0
C0221,Electronics,Tablet,3,12,340500.0
C0131,Electronics,Smartphone,3,9,340000.0
C0182,Electronics,Smartphone,2,9,340000.0
C0213,Electronics,Tablet,3,12,337500.0
C0303,Electronics,Smartphone,2,9,334000.0
C0215,Electronics,Tablet,3,12,333000.0
C0293,Electronics,Tablet,3,12,331500.0
C0355,Electronics,Laptop,2,6,331500.0
C0418,Electronics,Laptop,2,6,331500.0
C0494,Electronics,Smartphone,3,9,330000.0
C0415,Electronics,Smartphone,3,9,328000.0
C0037,Electronics,Laptop,1,5,325000.0
C0177,Electronics,Laptop,1,5,325000.0
C0190,Electronics,Laptop,1,5,325000.0
C0199,Electronics,Laptop,1,5,325000.0
C0231,Electronics,Laptop,1,5,325000.0
C0239,Electronics,Laptop,1,5,325000.0
C0289,Electronics,Laptop,2,5,325000.0
C0372,Electronics,Laptop,1,5,325000.0
C0375,Electronics,Laptop,1,5,325000.0
C0411,Electronics,Laptop,1,5,325000.0
C0428,Electronics,Laptop,1,5,325000.0
C0431,Electronics,Laptop,1,5,325000.0
C0004,Electronics,Smartphone,3,9,324000.0
C0240,Electronics,Smartphone,3,9,324000.0
C0101,Electronics,Tablet,3,11,322500.0
C0161,Electronics,Laptop,2,5,321750.0
C0175,Electronics,Laptop,2,5,321750.0
C0264,Electronics,Tablet,4,12,321000.0
C0020,Electronics,Smartphone,3,9,320000.0
C0031,Electronics,Smartphone,2,8,320000.0
C0125,Electronics,Tablet,3,11,315000.0
C0331,Electronics,Smartphone,2,8,314000.0
C0058,Electronics,Smartphone,2,8,312000.0
C0121,Electronics,Smartphone,2,8,312000.0
C0143,Electronics,Laptop,2,5,312000.0
C0068,Electronics,Smartphone,2,8,310000.0
C0129,Electronics,Smartphone,2,8,310000.0
C0045,Electronics,Laptop,1,5,308750.0
C0077,Electronics,Laptop,2,5,308750.0
C0110,Electronics,Laptop,1,5,308750.0
C0184,Electronics,Laptop,2,5,308750.0
C0217,Electronics,Laptop,1,5,308750.0
C0280,Electronics,Laptop,1,5,308750.0
C0364,Electronics,Laptop,1,5,308750.0
C0392,Electronics,Laptop,1,5,308750.0
C0462,Electronics,Laptop,1,5,308750.0
C0185,Electronics,Monitor,5,22,306000.0
C0226,Electronics,Smartphone,3,9,306000.0
C0355,Electronics,Smartphone,2,9,306000.0
C0383,Electronics,Tablet,4,12,306000.0
C0290,Electronics,Laptop,3,5,305500.0
C0123,Electronics,Smartphone,2,8,304000.0
C0335,Electronics,Tablet,3,11,303000.0
C0154,Electronics,Laptop,2,5,302250.0
C0488,Electronics,Laptop,3,5,302250.0
C0078,Electronics,Tablet,3,10,300000.0
C0144,Electronics,Laptop,2,5,299000.0
C0395,Electronics,Laptop,2,5,299000.0
C0112,Electronics,Smartphone,2,8,298000.0
C0104,Electronics,Smartphone,2,8,296000.0
C0384,Electronics,Smartphone,2,8,294000.0
C0010,Electronics,Laptop,1,5,292500.0
C0036,Electronics,Laptop,1,5,292500.0
C0087,Electronics,Tablet,3,11,292500.0
C0099,Electronics,Laptop,1,5,292500.0
C0157,Electronics,Laptop,1,5,292500.0
C0178,Electronics,Laptop,1,5,292500.0
C0225,Electronics,Laptop,1,5,292500.0
C0310,Electronics,Laptop,1,5,292500.0
C0338,Electronics,Laptop,1,5,292500.0
C0436,Electronics,Tablet,3,11,292500.0
C0271,Electronics,Smartphone,3,8,292000.0
C0301,Electronics,Smartphone,2,8,292000.0
C0486,Electronics,Smartphone,2,8,292000.0
C0492,Electronics,Tablet,3,11,291000.0
C0103,Electronics,Laptop,2,5,289250.0
C0074,Electronics,Smartphone,2,8,288000.0
C0150,Electronics,Smartphone,2,8,288000.0
C0166,Electronics,Smartphone,2,8,288000.0
C0230,Electronics,Smartphone,2,8,288000.0
C0230,Electronics,Tablet,3,11,286500.0
C0323,Electronics,Tablet,4,10,286500.0
C0110,Electronics,Tablet,3,10,285000.0
C0070,Electronics,Smartphone,3,8,284000.0
C0458,Electronics,Tablet,4,10,283500.0
C0085,Electronics,Laptop,2,5,282750.0
C0143,Electronics,Tablet,3,10,282000.0
C0164,Electronics,Smartphone,2,7,280000.0
C0312,Electronics,Smartphone,2,7,280000.0
C0437,Electronics,Smartphone,3,8,280000.0
C0221,Electronics,Laptop,2,5,279500.0
C0350,Electronics,Laptop,2,5,279500.0
C0016,Electronics,Tablet,3,10,279000.0
C0327,Electronics,Smartphone,2,8,278000.0
C0228,Electronics,Tablet,3,10,277500.0
C0454,Electronics,Tablet,2,10,277500.0
C0088,Electronics,Laptop,1,5,276250.0
C0095,Electronics,Laptop,1,5,276250.0
C0195,Electronics,Laptop,1,5,276250.0
C0298,Electronics,Laptop,1,5,276250.0
C0299,Electronics,Laptop,1,5,276250.0
C0301,Electronics,Laptop,1,5,276250.0
C0341,Electronics,Laptop,1,5,276250.0
C0458,Electronics,Laptop,1,5,276250.0
C0477,Electronics,Laptop,1,5,276250.0
C0479,Electronics,Laptop,2,5,276250.0
C0492,Electronics,Laptop,1,5,276250.0
C0261,Electronics,Smartphone,2,7,276000.0
C0279,Electronics,Monitor,5,19,273000.0
C0264,Electronics,Smartphone,2,7,272000.0
C0011,Electronics,Tablet,3,10,271500.0
C0334,Electronics,Tablet,2,9,270000.0
C0442,Electronics,Tablet,2,9,270000.0
C0285,Electronics,Smartphone,3,7,266000.0
C0457,Electronics,Tablet,4,10,265500.0
C0381,Electronics,Smartphone,2,7,264000.0
C0108,Electronics,Tablet,4,9,262500.0
C0346,Electronics,Tablet,2,9,262500.0
C0411,Electronics,Tablet,3,10,262500.0
C0009,Electronics,Smartphone,2,7,262000.0
C0335,Electronics,Smartphone,2,7,262000.0
C0150,Electronics,Tablet,3,9,261000.0
C0154,Electronics,Tablet,3,9,261000.0
C0021,Electronics,Laptop,1,4,260000.0
C0081,Electronics,Laptop,1,4,260000.0
C0113,Electronics,Laptop,1,4,260000.0
C0194,Electronics,Laptop,1,4,260000.0
C0209,Electronics,Laptop,1,4,260000.0
C0245,Electronics,Laptop,1,4,260000.0
C0246,Electronics,Laptop,1,4,260000.0
C0323,Electronics,Laptop,1,4,260000.0
C0340,Electronics,Laptop,1,4,260000.0
C0056,Electronics,Tablet,3,9,258000.0
C0403,Electronics,Smartphone,3,7,258000.0
C0431,Electronics,Monitor,5,18,258000.0
C0042,Electronics,Smartphone,2,7,256000.0
C0051,Electronics,Smartphone,3,7,256000.0
C0199,Electronics,Smartphone,2,7,256000.0
C0492,Electronics,Smartphone,2,7,256000.0
C0079,Electronics,Tablet,2,9,255000.0
C0119,Electronics,Smartphone,3,7,254000.0
C0272,Electronics,Smartphone,2,7,254000.0
C0294,Electronics,Smartphone,2,7,254000.0
C0203,Electronics,Laptop,2,4,253500.0
C0077,Electronics,Tablet,3,9,252000.0
C0233,Electronics,Tablet,3,9,252000.0
C0116,Electronics,Laptop,2,4,250250.0
C0152,Electronics,Laptop,2,4,250250.0
C0316,Electronics,Laptop,2,4,250250.0
C0381,Electronics,Laptop,2,4,250250.0
C0390,Electronics,Laptop,2,4,250250.0
C0135,Electronics,Smartphone,2,7,250000.0
C0291,Electronics,Smartphone,2,7,250000.0
C0069,Electronics,Laptop,1,4,247000.0
C0082,Electronics,Laptop,1,4,247000.0
C0128,Electronics,Laptop,2,4,247000.0
C0160,Electronics,Laptop,1,4,247000.0
C0219,Electronics,Laptop,2,4,247000.0
C0232,Electronics,Laptop,1,4,247000.0
C0257,Electronics,Laptop,1,4,247000.0
C0320,Electronics,Laptop,1,4,247000.0
C0322,Electronics,Laptop,1,4,247000.0
C0367,Electronics,Laptop,1,4,247000.0
C0048,Electronics,Smartphone,2,7,246000.0
C0393,Electronics,Smartphone,2,7,246000.0
C0153,Electronics,Tablet,2,9,244500.0
C0046,Electronics,Smartphone,2,7,244000.0
C0461,Electronics,Smartphone,3,7,244000.0
C0020,Electronics,Laptop,3,4,243750.0
C0460,Electronics,Laptop,2,4,243750.0
C0062,Electronics,Smartphone,3,7,242000.0
C0098,Electronics,Tablet,2,9,241500.0
C0340,Electronics,Tablet,2,9,241500.0
C0139,Electronics,Laptop,2,4,240500.0
C0182,Electronics,Laptop,2,4,240500.0
C0438,Electronics,Laptop,2,4,240500.0
C0440,Electronics,Laptop,2,4,240500.0
C0081,Electronics,Tablet,3,8,240000.0
C0265,Electronics,Laptop,3,4,237250.0
C0445,Electronics,Laptop,3,4,237250.0
C0287,Electronics,Smartphone,2,6,236000.0
C0008,Electronics,Laptop,1,4,234000.0
C0052,Electronics,Laptop,1,4,234000.0
C0075,Electronics,Laptop,1,4,234000.0
C0212,Electronics,Laptop,1,4,234000.0
C0224,Electronics,Smartphone,3,6,234000.0
C0226,Electronics,Tablet,2,8,234000.0
C0254,Electronics,Laptop,1,4,234000.0
C0304,Electronics,Laptop,1,4,234000.0
C0468,Electronics,Laptop,1,4,234000.0
C0470,Electronics,Laptop,1,4,234000.0
C0059,Electronics,Tablet,2,8,232500.0
C0350,Electronics,Tablet,3,8,232500.0
C0387,Electronics,Smartphone,2,6,232000.0
C0395,Electronics,Tablet,2,8,231000.0
C0415,Electronics,Tablet,3,8,231000.0
C0031,Electronics,Laptop,2,4,230750.0
C0227,Electronics,Laptop,2,4,230750.0
C0398,Electronics,Smartphone,2,6,230000.0
C0199,Electronics,Tablet,3,8,229500.0
C0467,Electronics,Smartphone,2,6,228000.0
C0142,Electronics,Laptop,2,4,227500.0
C0034,Electronics,Tablet,3,8,226500.0
C0390,Electronics,Monitor,5,16,226500.0
C0081,Electronics,Smartphone,2,6,226000.0
C0418,Electronics,Smartphone,2,6,226000.0
C0040,Electronics,Tablet,2,8,225000.0
C0209,Electronics,Smartphone,2,6,224000.0
C0317,Electronics,Smartphone,3,6,224000.0
C0474,Electronics,Smartphone,3,6,224000.0
C0405,Electronics,Smartphone,2,6,222000.0
C0162,Electronics,Laptop,1,4,221000.0
C0179,Electronics,Laptop,1,4,221000.0
C0427,Electronics,Laptop,1,4,221000.0
C0457,Electronics,Laptop,2,4,221000.0
C0019,Electronics,Tablet,2,8,220500.0
C0394,Electronics,Smartphone,3,6,220000.0
C0237,Electronics,Smartphone,2,6,218000.0
C0263,Electronics,Smartphone,4,6,218000.0
C0311,Electronics,Smartphone,3,6,218000.0
C0050,Electronics,Tablet,2,8,217500.0
C0041,Electronics,Tablet,2,8,216000.0
C0056,Electronics,Smartphone,3,6,216000.0
C0064,Electronics,Smartphone,2,6,216000.0
C0118,Electronics,Smartphone,2,6,216000.0
C0412,Electronics,Smartphone,2,6,216000.0
C0482,Electronics,Smartphone,3,6,216000.0
C0432,Electronics,Tablet,3,8,214500.0
C0476,Electronics,Monitor,4,15,214500.0
C0238,Electronics,Smartphone,3,6,214000.0
C0322,Electronics,Smartphone,2,6,214000.0
C0485,Electronics,Tablet,3,8,213000.0
C0186,Electronics,Monitor,4,15,212250.0
C0275,Electronics,Smartphone,2,6,212000.0
C0206,Electronics,Tablet,2,7,210000.0
C0354,Electronics,Tablet,2,7,210000.0
C0438,Electronics,Tablet,2,8,210000.0
C0429,Electronics,Monitor,4,15,208500.0
C0128,Electronics,Smartphone,2,6,208000.0
C0422,Electronics,Smartphone,2,6,208000.0
C0219,Electronics,Smartphone,2,6,206000.0
C0025,Electronics,Tablet,2,7,205500.0
C0017,Electronics,Smartphone,2,6,204000.0
C0021,Electronics,Tablet,3,8,204000.0
C0156,Electronics,Smartphone,2,6,204000.0
C0477,Electronics,Smartphone,2,6,204000.0
C0372,Electronics,Tablet,3,7,202500.0
C0253,Electronics,Monitor,4,15,201750.0
C0318,Electronics,Tablet,2,7,201000.0
C0027,Electronics,Smartphone,1,5,200000.0
C0037,Electronics,Smartphone,1,5,200000.0
C0047,Electronics,Smartphone,1,5,200000.0
C0075,Electronics,Smartphone,1,5,200000.0
C0082,Electronics,Smartphone,2,5,200000.0
C0089,Electronics,Smartphone,1,5,200000.0
C0117,Electronics,Smartphone,2,5,200000.0
C0158,Electronics,Smartphone,1,5,200000.0
C0159,Electronics,Smartphone,1,5,200000.0
C0305,Electronics,Smartphone,1,5,200000.0
C0365,Electronics,Smartphone,1,5,200000.0
C0366,Electronics,Smartphone,2,5,200000.0
C0386,Electronics,Smartphone,1,5,200000.0
C0391,Electronics,Smartphone,1,5,200000.0
C0457,Electronics,Smartphone,1,5,200000.0
C0163,Electronics,Monitor,3,14,198750.0
C0018,Electronics,Tablet,2,7,198000.0
C0337,Electronics,Tablet,2,7,198000.0
C0208,Electronics,Tablet,2,7,196500.0
C0451,Electronics,Smartphone,2,5,196000.0
C0023,Electronics,Laptop,1,3,195000.0
C0039,Electronics,Laptop,1,3,195000.0
C0063,Electronics,Laptop,1,3,195000.0
C0078,Electronics,Laptop,1,3,195000.0
C0096,Electronics,Laptop,1,3,195000.0
C0128,Electronics,Tablet,2,7,195000.0
C0181,Electronics,Laptop,1,3,195000.0
C0287,Electronics,Laptop,2,3,195000.0
C0328,Electronics,Laptop,1,3,195000.0
C0352,Electronics,Laptop,1,3,195000.0
C0362,Electronics,Laptop,1,3,195000.0
C0384,Electronics,Monitor,4,15,195000.0
C0409,Electronics,Laptop,1,3,195000.0
C0422,Electronics,Laptop,1,3,195000.0
C0429,Electronics,Laptop,1,3,195000.0
C0469,Electronics,Laptop,1,3,195000.0
C0100,Electronics,Smartphone,2,5,194000.0
C0127,Electronics,Tablet,2,7,193500.0
C0428,Electronics,Tablet,2,7,193500.0
C0235,Electronics,Smartphone,2,5,192000.0
C0243,Electronics,Tablet,2,7,192000.0
C0263,Electronics,Tablet,2,7,192000.0
C0490,Electronics,Tablet,2,7,192000.0
C0010,Electronics,Smartphone,1,5,190000.0
C0096,Electronics,Smartphone,1,5,190000.0
C0142,Electronics,Smartphone,1,5,190000.0
C0198,Electronics,Smartphone,1,5,190000.0
C0227,Electronics,Smartphone,1,5,190000.0
C0267,Electronics,Smartphone,3,5,190000.0
C0295,Electronics,Smartphone,2,5,190000.0
C0348,Electronics,Smartphone,1,5,190000.0
C0441,Electronics,Smartphone,1,5,190000.0
C0497,Electronics,Smartphone,1,5,190000.0
C0257,Electronics,Monitor,5,14,188250.0
C0124,Electronics,Smartphone,2,5,188000.0
C0036,Electronics,Tablet,2,7,187500.0
C0363,Electronics,Tablet,3,7,187500.0
C0371,Electronics,Tablet,2,7,187500.0
C0084,Electronics,Laptop,1,3,185250.0
C0094,Electronics,Laptop,1,3,185250.0
C0105,Electronics,Laptop,1,3,185250.0
C0131,Electronics,Laptop,1,3,185250.0
C0155,Electronics,Laptop,2,3,185250.0
C0313,Electronics,Laptop,2,3,185250.0
C0324,Electronics,Laptop,1,3,185250.0
C0404,Electronics,Laptop,2,3,185250.0
C0485,Electronics,Laptop,1,3,185250.0
C0028,Electronics,Smartphone,2,5,182000.0
C0071,Electronics,Smartphone,2,5,182000.0
C0127,Electronics,Smartphone,2,5,182000.0
C0273,Electronics,Laptop,2,3,182000.0
C0031,Electronics,Tablet,2,7,181500.0
C0016,Electronics,Smartphone,1,5,180000.0
C0055,Electronics,Tablet,2,6,180000.0
C0066,Electronics,Smartphone,1,5,180000.0
C0083,Electronics,Smartphone,2,5,180000.0
C0212,Electronics,Tablet,2,6,180000.0
C0243,Electronics,Smartphone,1,5,180000.0
C0248,Electronics,Smartphone,1,5,180000.0
C0252,Electronics,Smartphone,2,5,180000.0
C0253,Electronics,Smartphone,2,5,180000.0
C0318,Electronics,Smartphone,2,5,180000.0
C0339,Electronics,Tablet,2,6,180000.0
C0358,Electronics,Smartphone,1,5,180000.0
C0411,Electronics,Smartphone,1,5,180000.0
C0424,Electronics,Smartphone,1,5,180000.0
C0450,Electronics,Smartphone,1,5,180000.0
C0426,Electronics,Laptop,3,3,178750.0
C0484,Electronics,Laptop,2,3,178750.0
C0002,Electronics,Smartphone,2,5,178000.0
C0246,Electronics,Smartphone,3,5,178000.0
C0491,Electronics,Smartphone,2,5,178000.0
C0373,Electronics,Tablet,2,6,177000.0
C0374,Electronics,Monitor,3,13,176250.0
C0028,Electronics,Laptop,1,3,175500.0
C0146,Electronics,Laptop,2,3,175500.0
C0151,Electronics,Laptop,1,3,175500.0
C0204,Electronics,Laptop,1,3,175500.0
C0278,Electronics,Laptop,1,3,175500.0
C0285,Electronics,Laptop,1,3,175500.0
C0333,Electronics,Laptop,1,3,175500.0
C0380,Electronics,Laptop,1,3,175500.0
C0394,Electronics,Laptop,1,3,175500.0
C0444,Electronics,Laptop,2,3,175500.0
C0248,Electronics,Monitor,4,13,174750.0
C0013,Electronics,Smartphone,2,5,174000.0
C0057,Electronics,Tablet,2,6,174000.0
C0401,Electronics,Tablet,2,6,174000.0
C0473,Electronics,Monitor,4,13,174000.0
C0478,Electronics,Tablet,2,6,174000.0
C0494,Electronics,Tablet,2,6,174000.0
C0130,Electronics,Monitor,3,12,173250.0
C0488,Electronics,Monitor,3,12,173250.0
C0060,Electronics,Laptop,2,3,172250.0
C0174,Electronics,Smartphone,2,5,172000.0
C0495,Electronics,Monitor,3,12,171750.0
C0197,Electronics,Tablet,2,6,171000.0
C0392,Electronics,Tablet,2,6,171000.0
C0440,Electronics,Tablet,3,6,171000.0
C0069,Electronics,Smartphone,1,5,170000.0
C0094,Electronics,Smartphone,1,5,170000.0
C0175,Electronics,Smartphone,1,5,170000.0
C0177,Electronics,Smartphone,1,5,170000.0
C0189,Electronics,Smartphone,2,5,170000.0
C0200,Electronics,Smartphone,1,5,170000.0
C0228,Electronics,Smartphone,1,5,170000.0
C0239,Electronics,Smartphone,1,5,170000.0
C0330,Electronics,Smartphone,1,5,170000.0
C0359,Electronics,Smartphone,1,5,170000.0
C0496,Electronics,Smartphone,2,5,170000.0
C0136,Electronics,Tablet,3,6,169500.0
C0326,Electronics,Tablet,2,6,168000.0
C0336,Electronics,Tablet,2,6,168000.0
C0408,Electronics,Tablet,2,6,166500.0
C0481,Electronics,Tablet,3,6,166500.0
C0029,Electronics,Laptop,1,3,165750.0
C0040,Electronics,Laptop,1,3,165750.0
C0053,Electronics,Laptop,1,3,165750.0
C0056,Electronics,Laptop,1,3,165750.0
C0104,Electronics,Laptop,1,3,165750.0
C0106,Electronics,Laptop,1,3,165750.0
C0185,Electronics,Laptop,1,3,165750.0
C0192,Electronics,Laptop,1,3,165750.0
C0260,Electronics,Laptop,2,3,165750.0
C0389,Electronics,Laptop,1,3,165750.0
C0414,Electronics,Laptop,1,3,165750.0
C0476,Electronics,Laptop,1,3,165750.0
C0497,Electronics,Laptop,1,3,165750.0
C0027,Electronics,Tablet,2,6,165000.0
C0183,Electronics,Tablet,2,6,165000.0
C0258,Electronics,Tablet,4,6,165000.0
C0116,Electronics,Tablet,2,6,163500.0
