customer_id,preferred_product_category,preferred_product,product_revenue,customer_lifetime_revenue,preferred_category,category_revenue
C0479,Electronics,Tablet,444000.0,946495.0,Electronics,880500.0
C0190,Electronics,Smartphone,480000.0,944700.0,Electronics,913000.0
C0121,Electronics,Laptop,594750.0,941200.0,Electronics,919500.0
C0492,Electronics,Tablet,291000.0,941000.0,Electronics,888500.0
C0432,Electronics,Laptop,468000.0,932425.0,Electronics,903000.0
C0164,Electronics,Laptop,481000.0,926425.0,Electronics,881000.0
C0123,Electronics,Laptop,565500.0,925785.0,Electronics,898000.0
C0408,Electronics,Laptop,458250.0,923915.0,Electronics,888750.0
C0184,Electronics,Smartphone,410000.0,920310.0,Electronics,857500.0
C0080,Electronics,Laptop,741000.0,916500.0,Electronics,900000.0
C0189,Electronics,Laptop,702000.0,908455.0,Electronics,899000.0
C0163,Electronics,Laptop,656500.0,904050.0,Electronics,882250.0
C0319,Electronics,Smartphone,408000.0,901250.0,Electronics,897750.0
C0419,Electronics,Laptop,711750.0,896000.0,Electronics,881750.0
C0286,Electronics,Laptop,620750.0,891275.0,Electronics,821750.0
C0411,Electronics,Laptop,325000.0,882955.0,Electronics,852250.0
C0003,Electronics,Laptop,520000.0,878500.0,Electronics,851750.0
C0181,Electronics,Smartphone,674000.0,877280.0,Electronics,869000.0
C0176,Electronics,Laptop,386750.0,876835.0,Electronics,838750.0
C0043,Electronics,Laptop,643500.0,875650.0,Electronics,847000.0
C0439,Electronics,Smartphone,438000.0,875035.0,Electronics,859500.0
C0339,Electronics,Laptop,585000.0,873550.0,Electronics,858750.0
C0048,Electronics,Laptop,409500.0,871975.0,Electronics,828000.0
C0398,Electronics,Laptop,474500.0,870750.0,Electronics,854500.0
C0069,Electronics,Tablet,387000.0,870400.0,Electronics,862500.0
C0237,Electronics,Laptop,422500.0,868100.0,Electronics,851250.0
C0252,Electronics,Laptop,572000.0,864575.0,Electronics,819500.0
C0194,Electronics,Tablet,342000.0,858970.0,Electronics,835000.0
C0495,Electronics,Laptop,471250.0,855550.0,Electronics,831000.0
C0402,Electronics,Laptop,601250.0,853770.0,Electronics,823250.0
C0500,Electronics,Smartphone,426000.0,848875.0,Electronics,831250.0
C0195,Electronics,Tablet,364500.0,848325.0,Electronics,793750.0
C0199,Electronics,Laptop,325000.0,846310.0,Electronics,810500.0
C0100,Electronics,Laptop,416000.0,844650.0,Electronics,832750.0
C0054,Electronics,Laptop,490750.0,836500.0,Electronics,815750.0
C0441,Electronics,Laptop,585000.0,836075.0,Electronics,775000.0
C0428,Electronics,Laptop,325000.0,835775.0,Electronics,753500.0
C0491,Electronics,Laptop,549250.0,832500.0,Electronics,817250.0
C0349,Electronics,Laptop,659750.0,831620.0,Electronics,822500.0
C0304,Electronics,Smartphone,348000.0,825355.0,Electronics,788250.0
C0353,Electronics,Laptop,572000.0,812905.0,Electronics,790500.0
C0336,Electronics,Smartphone,520000.0,807460.0,Electronics,761500.0
C0115,Electronics,Smartphone,468000.0,807315.0,Electronics,747250.0
C0390,Electronics,Laptop,250250.0,801785.0,Electronics,740250.0
C0081,Electronics,Laptop,260000.0,798725.0,Electronics,793500.0
C0150,Electronics,Smartphone,288000.0,797150.0,Electronics,744250.0
C0405,Electronics,Laptop,432250.0,795650.0,Electronics,723250.0
C0208,Electronics,Laptop,523250.0,793650.0,Electronics,758000.0
C0060,Electronics,Smartphone,572000.0,793650.0,Electronics,772750.0
C0168,Electronics,Laptop,607750.0,790825.0,Electronics,783250.0
C0111,Electronics,Smartphone,570000.0,788665.0,Electronics,759250.0
C0233,Electronics,Laptop,409500.0,788610.0,Electronics,777500.0
C0203,Electronics,Smartphone,496000.0,788605.0,Electronics,749500.0
C0213,Electronics,Laptop,419250.0,783850.0,Electronics,782250.0
C0221,Electronics,Tablet,340500.0,781375.0,Electronics,746000.0
C0478,Electronics,Laptop,588250.0,780460.0,Electronics,762250.0
C0104,Electronics,Smartphone,296000.0,772270.0,Electronics,740000.0
C0421,Electronics,Smartphone,548000.0,771250.0,Electronics,771250.0
C0108,Electronics,Smartphone,486000.0,771070.0,Electronics,748500.0
C0138,Electronics,Laptop,559000.0,770345.0,Electronics,717250.0
C0031,Electronics,Smartphone,320000.0,767600.0,Electronics,732250.0
C0182,Electronics,Smartphone,340000.0,766815.0,Electronics,739500.0
C0325,Electronics,Smartphone,556000.0,764475.0,Electronics,740750.0
C0126,Electronics,Laptop,442000.0,759475.0,Electronics,710250.0
C0240,Electronics,Laptop,360750.0,758030.0,Electronics,752250.0
C0118,Electronics,Laptop,461500.0,752035.0,Electronics,690250.0
C0192,Electronics,Tablet,361500.0,750075.0,Electronics,732250.0
C0445,Electronics,Tablet,367500.0,746175.0,Electronics,724750.0
C0316,Electronics,Tablet,367500.0,743700.0,Electronics,693750.0
C0222,Electronics,Laptop,494000.0,741490.0,Electronics,709750.0
C0427,Electronics,Tablet,366000.0,740050.0,Electronics,733250.0
C0388,Electronics,Laptop,581750.0,737250.0,Electronics,725750.0
C0216,Electronics,Laptop,643500.0,733000.0,Electronics,727000.0
C0056,Electronics,Tablet,258000.0,732600.0,Electronics,699750.0
C0355,Electronics,Laptop,331500.0,732450.0,Electronics,688500.0
C0383,Electronics,Smartphone,348000.0,732250.0,Electronics,707250.0
C0425,Electronics,Smartphone,406000.0,727750.0,Electronics,714000.0
C0457,Electronics,Tablet,265500.0,722890.0,Electronics,686500.0
C0021,Electronics,Laptop,260000.0,719755.0,Electronics,694250.0
C0393,Electronics,Laptop,390000.0,718400.0,Electronics,711000.0
C0179,Electronics,Tablet,378000.0,714475.0,Electronics,687750.0
C0074,Electronics,Laptop,347750.0,710125.0,Electronics,704000.0
C0280,Electronics,Smartphone,370000.0,710025.0,Electronics,678750.0
C0431,Electronics,Laptop,325000.0,703510.0,Electronics,686500.0
C0153,Electronics,Smartphone,360000.0,703500.0,Electronics,672000.0
C0301,Electronics,Smartphone,292000.0,694850.0,Electronics,682250.0
C0219,Electronics,Laptop,247000.0,691000.0,Electronics,642750.0
C0370,Electronics,Laptop,455000.0,689500.0,Electronics,662250.0
C0372,Electronics,Laptop,325000.0,687600.0,Electronics,676250.0
C0451,Electronics,Laptop,442000.0,687500.0,Electronics,678500.0
C0253,Electronics,Monitor,201750.0,681430.0,Electronics,651250.0
C0455,Electronics,Smartphone,508000.0,680700.0,Electronics,671500.0
C0033,Electronics,Laptop,474500.0,679630.0,Electronics,579500.0
C0128,Electronics,Laptop,247000.0,675970.0,Electronics,650000.0
C0235,Electronics,Laptop,416000.0,675910.0,Electronics,650750.0
C0036,Electronics,Laptop,292500.0,669475.0,Electronics,612000.0
C0422,Electronics,Smartphone,208000.0,668325.0,Electronics,613750.0
C0202,Electronics,Laptop,568750.0,668025.0,Electronics,640750.0
C0187,Electronics,Laptop,477750.0,667225.0,Electronics,589500.0
C0359,Electronics,Laptop,360750.0,666145.0,Electronics,617000.0
C0228,Electronics,Tablet,277500.0,666065.0,Electronics,642250.0
C0493,Electronics,Laptop,370500.0,657500.0,Electronics,639000.0
C0257,Electronics,Laptop,247000.0,656500.0,Electronics,644250.0
C0053,Electronics,Laptop,165750.0,649930.0,Electronics,535750.0
C0230,Electronics,Smartphone,288000.0,648000.0,Electronics,627750.0
C0175,Electronics,Laptop,321750.0,642775.0,Electronics,626750.0
C0147,Electronics,Tablet,414000.0,642330.0,Electronics,619000.0
C0481,Electronics,Laptop,412750.0,641300.0,Electronics,607750.0
C0107,Electronics,Smartphone,354000.0,641050.0,Electronics,585250.0
C0165,Electronics,Laptop,455000.0,639625.0,Electronics,583250.0
C0209,Electronics,Laptop,260000.0,637900.0,Electronics,620500.0
C0142,Electronics,Laptop,227500.0,637415.0,Electronics,588500.0
C0314,Electronics,Laptop,367250.0,637200.0,Electronics,621250.0
C0364,Electronics,Laptop,308750.0,637125.0,Electronics,587750.0
C0476,Electronics,Monitor,214500.0,634880.0,Electronics,591250.0
C0264,Electronics,Tablet,321000.0,633670.0,Electronics,607250.0
C0392,Electronics,Laptop,308750.0,632210.0,Electronics,584750.0
C0162,Electronics,Smartphone,360000.0,628790.0,Electronics,611000.0
C0298,Electronics,Laptop,276250.0,627750.0,Electronics,565250.0
C0395,Electronics,Laptop,299000.0,627275.0,Electronics,605000.0
C0246,Electronics,Laptop,260000.0,626495.0,Electronics,573000.0
C0454,Electronics,Tablet,277500.0,624775.0,Electronics,556000.0
C0250,Electronics,Laptop,419250.0,623105.0,Electronics,612750.0
C0149,Electronics,Laptop,497250.0,621150.0,Electronics,613250.0
C0077,Electronics,Laptop,308750.0,618750.0,Electronics,587750.0
C0323,Electronics,Tablet,286500.0,617575.0,Electronics,580500.0
C0154,Electronics,Laptop,302250.0,616760.0,Electronics,599250.0
C0285,Electronics,Smartphone,266000.0,615945.0,Electronics,572000.0
C0101,Electronics,Tablet,322500.0,613375.0,Electronics,590250.0
C0350,Electronics,Laptop,279500.0,611500.0,Electronics,587000.0
C0091,Electronics,Laptop,510250.0,611425.0,Electronics,570250.0
C0145,Electronics,Laptop,455000.0,610540.0,Electronics,570500.0
C0010,Electronics,Laptop,292500.0,609875.0,Electronics,598000.0
C0212,Electronics,Laptop,234000.0,607890.0,Electronics,558000.0
C0413,Electronics,Laptop,513500.0,607620.0,Electronics,582000.0
C0185,Electronics,Monitor,306000.0,604450.0,Electronics,570750.0
C0226,Electronics,Smartphone,306000.0,602530.0,Electronics,582750.0
C0161,Electronics,Laptop,321750.0,600950.0,Electronics,561250.0
C0473,Electronics,Laptop,364000.0,600050.0,Electronics,538000.0
C0418,Electronics,Laptop,331500.0,597785.0,Electronics,557500.0
C0193,Electronics,Laptop,461500.0,597650.0,Electronics,575500.0
C0309,Electronics,Laptop,435500.0,597150.0,Electronics,593750.0
C0360,Electronics,Tablet,345000.0,593790.0,Electronics,574250.0
C0029,Electronics,Laptop,165750.0,593250.0,Electronics,589250.0
C0342,Electronics,Laptop,412750.0,592475.0,Electronics,568750.0
C0152,Electronics,Laptop,250250.0,586290.0,Electronics,573250.0
C0177,Electronics,Laptop,325000.0,585395.0,Electronics,558750.0
C0020,Electronics,Smartphone,320000.0,582170.0,Electronics,563750.0
C0284,Electronics,Laptop,568750.0,580600.0,Electronics,568750.0
C0375,Electronics,Laptop,325000.0,577975.0,Electronics,550500.0
C0321,Electronics,Laptop,360750.0,576775.0,Electronics,506250.0
C0251,Electronics,Laptop,351000.0,574425.0,Electronics,544500.0
C0231,Electronics,Laptop,325000.0,573875.0,Electronics,489250.0
C0087,Electronics,Tablet,292500.0,573175.0,Electronics,511500.0
C0354,Electronics,Tablet,210000.0,573030.0,Electronics,530000.0
C0088,Electronics,Laptop,276250.0,571450.0,Electronics,526250.0
C0099,Electronics,Laptop,292500.0,571100.0,Electronics,553000.0
C0089,Electronics,Smartphone,200000.0,568895.0,Electronics,512250.0
C0327,Electronics,Smartphone,278000.0,568430.0,Electronics,554750.0
C0462,Electronics,Laptop,308750.0,568275.0,Electronics,536750.0
C0430,Electronics,Smartphone,440000.0,563575.0,Electronics,523750.0
C0078,Electronics,Tablet,300000.0,561025.0,Electronics,533000.0
C0369,Electronics,Smartphone,342000.0,560080.0,Electronics,529500.0
C0287,Electronics,Smartphone,236000.0,558850.0,Electronics,514250.0
C0494,Electronics,Smartphone,330000.0,555225.0,Electronics,544500.0
C0012,Electronics,Smartphone,352000.0,552880.0,Electronics,523000.0
C0082,Electronics,Laptop,247000.0,552225.0,Electronics,529500.0
C0131,Electronics,Smartphone,340000.0,550870.0,Electronics,525250.0
C0094,Electronics,Laptop,185250.0,550600.0,Electronics,515750.0
C0049,Electronics,Laptop,357500.0,550430.0,Electronics,510500.0
C0485,Electronics,Tablet,213000.0,550250.0,Electronics,550250.0
C0381,Electronics,Smartphone,264000.0,549850.0,Electronics,514250.0
C0289,Electronics,Laptop,325000.0,549825.0,Electronics,492000.0
C0438,Electronics,Laptop,240500.0,549655.0,Electronics,510500.0
C0227,Electronics,Laptop,230750.0,549215.0,Electronics,506250.0
C0103,Electronics,Laptop,289250.0,547300.0,Electronics,514750.0
C0146,Electronics,Laptop,175500.0,545400.0,Electronics,521250.0
C0497,Electronics,Smartphone,190000.0,542290.0,Electronics,528250.0
C0389,Electronics,Laptop,165750.0,539450.0,Electronics,516000.0
C0017,Electronics,Smartphone,204000.0,539200.0,Electronics,522250.0
C0488,Electronics,Laptop,302250.0,538300.0,Electronics,515500.0
C0268,Electronics,Laptop,438750.0,536600.0,Electronics,513750.0
C0340,Electronics,Laptop,260000.0,536125.0,Electronics,515750.0
C0075,Electronics,Laptop,234000.0,533940.0,Electronics,491000.0
C0384,Electronics,Smartphone,294000.0,531575.0,Electronics,489000.0
C0198,Electronics,Smartphone,190000.0,531320.0,Electronics,486500.0
C0239,Electronics,Laptop,325000.0,530750.0,Electronics,495000.0
C0470,Electronics,Laptop,234000.0,530550.0,Electronics,480250.0
C0361,Electronics,Tablet,439500.0,526730.0,Electronics,507000.0
C0148,Electronics,Laptop,380250.0,524250.0,Electronics,524250.0
C0261,Electronics,Smartphone,276000.0,522600.0,Electronics,501000.0
C0423,Electronics,Tablet,150000.0,521595.0,Electronics,446750.0
C0367,Electronics,Laptop,247000.0,521450.0,Electronics,494750.0
C0477,Electronics,Laptop,276250.0,520280.0,Electronics,480250.0
C0090,Electronics,Laptop,399750.0,519700.0,Electronics,513750.0
C0245,Electronics,Laptop,260000.0,517920.0,Electronics,454750.0
C0025,Electronics,Tablet,205500.0,516350.0,Electronics,482500.0
C0403,Electronics,Smartphone,258000.0,515870.0,Electronics,491250.0
C0046,Electronics,Smartphone,244000.0,513600.0,Electronics,496750.0
C0027,Electronics,Smartphone,200000.0,510750.0,Electronics,499250.0
C0248,Electronics,Smartphone,180000.0,508450.0,Electronics,471750.0
C0429,Electronics,Monitor,208500.0,508000.0,Electronics,505500.0
C0480,Electronics,Smartphone,368000.0,507780.0,Electronics,498000.0
C0352,Electronics,Laptop,195000.0,504200.0,Electronics,471000.0
C0331,Electronics,Smartphone,314000.0,504000.0,Electronics,493250.0
C0322,Electronics,Laptop,247000.0,495850.0,Electronics,475250.0
C0045,Electronics,Laptop,308750.0,493610.0,Electronics,481250.0
C0166,Electronics,Smartphone,288000.0,492600.0,Electronics,480000.0
C0096,Electronics,Laptop,195000.0,489315.0,Electronics,448750.0
C0008,Electronics,Laptop,234000.0,488550.0,Electronics,471000.0
C0486,Electronics,Smartphone,292000.0,486535.0,Electronics,455250.0
C0377,Electronics,Tablet,454500.0,485900.0,Electronics,454500.0
C0178,Electronics,Laptop,292500.0,484140.0,Electronics,452500.0
C0011,Electronics,Tablet,271500.0,483650.0,Electronics,456000.0
C0452,Electronics,Laptop,360750.0,483645.0,Electronics,439000.0
C0229,Electronics,Smartphone,366000.0,482525.0,Electronics,456000.0
C0044,Electronics,Smartphone,422000.0,478625.0,Electronics,450500.0
C0269,Electronics,Smartphone,152000.0,477200.0,Electronics,437000.0
C0023,Electronics,Laptop,195000.0,476370.0,Electronics,418500.0
C0380,Electronics,Laptop,175500.0,475760.0,Electronics,457500.0
C0338,Electronics,Laptop,292500.0,473865.0,Electronics,444000.0
C0391,Electronics,Smartphone,200000.0,472675.0,Electronics,451000.0
C0156,Electronics,Smartphone,204000.0,472235.0,Electronics,419750.0
C0232,Electronics,Laptop,247000.0,469550.0,Electronics,403500.0
C0394,Electronics,Smartphone,220000.0,468075.0,Electronics,440500.0
C0243,Electronics,Tablet,192000.0,466300.0,Electronics,447000.0
C0068,Electronics,Smartphone,310000.0,466270.0,Electronics,437500.0
C0278,Electronics,Laptop,175500.0,464035.0,Electronics,413500.0
C0310,Electronics,Laptop,292500.0,463710.0,Electronics,435000.0
C0151,Electronics,Laptop,175500.0,461240.0,Electronics,452000.0
C0404,Electronics,Laptop,185250.0,456750.0,Electronics,429750.0
C0416,Electronics,Laptop,117000.0,453995.0,Electronics,382500.0
C0414,Electronics,Laptop,165750.0,453890.0,Electronics,414000.0
C0450,Electronics,Smartphone,180000.0,451425.0,Electronics,391750.0
C0085,Electronics,Laptop,282750.0,450470.0,Electronics,425250.0
C0283,Electronics,Smartphone,344000.0,450130.0,Electronics,411500.0
C0341,Electronics,Laptop,276250.0,450125.0,Electronics,401250.0
C0157,Electronics,Laptop,292500.0,449655.0,Electronics,413250.0
C0051,Electronics,Smartphone,256000.0,444270.0,Electronics,413500.0
C0293,Electronics,Tablet,331500.0,443580.0,Electronics,399000.0
C0334,Electronics,Tablet,270000.0,440950.0,Electronics,412500.0
C0225,Electronics,Laptop,292500.0,440315.0,Electronics,400500.0
C0196,Electronics,Laptop,373750.0,439625.0,Electronics,400750.0
C0299,Electronics,Laptop,276250.0,438500.0,Electronics,421250.0
C0440,Electronics,Laptop,240500.0,437800.0,Electronics,437000.0
C0453,Electronics,Laptop,341250.0,437150.0,Electronics,422250.0
C0116,Electronics,Laptop,250250.0,435610.0,Electronics,413750.0
C0263,Electronics,Smartphone,218000.0,435170.0,Electronics,410000.0
C0028,Electronics,Smartphone,182000.0,432300.0,Electronics,414500.0
C0305,Electronics,Smartphone,200000.0,432070.0,Electronics,428750.0
C0105,Electronics,Laptop,185250.0,431125.0,Electronics,380250.0
C0387,Electronics,Smartphone,232000.0,428950.0,Electronics,403000.0
C0197,Electronics,Tablet,171000.0,427940.0,Electronics,415500.0
C0412,Electronics,Smartphone,216000.0,424530.0,Electronics,404250.0
C0174,Electronics,Smartphone,172000.0,424055.0,Electronics,375000.0
C0083,Electronics,Smartphone,180000.0,423250.0,Electronics,413250.0
C0112,Electronics,Smartphone,298000.0,423125.0,Electronics,412000.0
C0303,Electronics,Smartphone,334000.0,421275.0,Electronics,391000.0
C0218,Electronics,Tablet,417000.0,421000.0,Electronics,417000.0
C0490,Electronics,Tablet,192000.0,419905.0,Electronics,377250.0
C0042,Electronics,Smartphone,256000.0,419600.0,Electronics,403000.0
C0114,Electronics,Smartphone,348000.0,418100.0,Electronics,406500.0
C0469,Electronics,Laptop,195000.0,416615.0,Electronics,374500.0
C0242,Electronics,Laptop,130000.0,415725.0,Electronics,377500.0
C0346,Electronics,Tablet,262500.0,412625.0,Electronics,351750.0
C0065,Electronics,Smartphone,388000.0,412175.0,Electronics,388000.0
C0271,Electronics,Smartphone,292000.0,412070.0,Electronics,400750.0
C0144,Electronics,Laptop,299000.0,408725.0,Electronics,374000.0
C0040,Electronics,Tablet,225000.0,408450.0,Electronics,390750.0
C0095,Electronics,Laptop,276250.0,408315.0,Electronics,382750.0
C0474,Electronics,Smartphone,224000.0,408305.0,Electronics,356500.0
C0424,Electronics,Smartphone,180000.0,404725.0,Electronics,377750.0
C0079,Electronics,Tablet,255000.0,403900.0,Electronics,391000.0
C0052,Electronics,Laptop,234000.0,400735.0,Electronics,393000.0
C0460,Electronics,Laptop,243750.0,398610.0,Electronics,368750.0
C0362,Electronics,Laptop,195000.0,397950.0,Electronics,360000.0
C0496,Electronics,Smartphone,170000.0,396680.0,Electronics,369500.0
C0311,Electronics,Smartphone,218000.0,394020.0,Electronics,387000.0
C0317,Electronics,Smartphone,224000.0,393075.0,Electronics,366500.0
C0059,Electronics,Tablet,232500.0,392925.0,Electronics,375000.0
C0320,Electronics,Laptop,247000.0,391130.0,Electronics,367000.0
C0171,Electronics,Tablet,135000.0,390275.0,Electronics,341000.0
C0468,Electronics,Laptop,234000.0,388475.0,Electronics,369000.0
C0041,Electronics,Tablet,216000.0,387075.0,Electronics,362000.0
C0206,Electronics,Tablet,210000.0,385150.0,Electronics,348500.0
C0224,Electronics,Smartphone,234000.0,384200.0,Electronics,352500.0
C0186,Electronics,Monitor,212250.0,383510.0,Electronics,348250.0
C0270,Electronics,Laptop,351000.0,382600.0,Electronics,351000.0
C0294,Electronics,Smartphone,254000.0,378230.0,Electronics,360500.0
C0055,Electronics,Tablet,180000.0,375220.0,Electronics,368500.0
C0236,Electronics,Smartphone,160000.0,372250.0,Electronics,341500.0
C0295,Electronics,Smartphone,190000.0,371075.0,Electronics,329500.0
C0093,Electronics,Tablet,150000.0,370345.0,Electronics,343000.0
C0434,Electronics,Smartphone,160000.0,369615.0,Electronics,340000.0
C0433,Electronics,Smartphone,160000.0,368175.0,Electronics,343000.0
C0238,Electronics,Smartphone,214000.0,366190.0,Electronics,334000.0
C0140,Electronics,Tablet,142500.0,365455.0,Electronics,331000.0
C0063,Electronics,Laptop,195000.0,365200.0,Electronics,321000.0
C0290,Electronics,Laptop,305500.0,363820.0,Electronics,334000.0
C0014,Electronics,Tablet,150000.0,361805.0,Electronics,330250.0
C0058,Electronics,Smartphone,312000.0,358970.0,Electronics,327000.0
C0009,Electronics,Smartphone,262000.0,358275.0,Electronics,316000.0
C0461,Electronics,Smartphone,244000.0,357605.0,Electronics,325000.0
C0296,Electronics,Monitor,118500.0,355745.0,Electronics,311250.0
C0324,Electronics,Laptop,185250.0,355700.0,Electronics,320000.0
C0066,Electronics,Smartphone,180000.0,355225.0,Electronics,322500.0
C0279,Electronics,Monitor,273000.0,354310.0,Electronics,328250.0
C0205,Electronics,Smartphone,120000.0,353625.0,Electronics,333000.0
C0265,Electronics,Laptop,237250.0,349150.0,Electronics,339250.0
C0019,Electronics,Tablet,220500.0,347620.0,Electronics,327250.0
C0034,Electronics,Tablet,226500.0,345400.0,Electronics,293250.0
C0306,Electronics,Smartphone,344000.0,344000.0,Electronics,344000.0
C0273,Electronics,Laptop,182000.0,343990.0,Electronics,278500.0
C0313,Electronics,Laptop,185250.0,342040.0,Electronics,257250.0
C0333,Electronics,Laptop,175500.0,341955.0,Electronics,299750.0
C0409,Electronics,Laptop,195000.0,341315.0,Electronics,324000.0
C0158,Electronics,Smartphone,200000.0,340990.0,Electronics,307750.0
C0276,Electronics,Tablet,150000.0,340000.0,Electronics,335500.0
C0444,Electronics,Laptop,175500.0,339430.0,Electronics,308250.0
C0200,Electronics,Smartphone,170000.0,339050.0,Electronics,323750.0
C0125,Electronics,Tablet,315000.0,338230.0,Electronics,315000.0
C0047,Electronics,Smartphone,200000.0,334400.0,Electronics,331000.0
C0039,Electronics,Laptop,195000.0,332650.0,Electronics,322500.0
C0386,Electronics,Smartphone,200000.0,332250.0,Electronics,302000.0
C0160,Electronics,Laptop,247000.0,332075.0,Electronics,305500.0
C0330,Electronics,Smartphone,170000.0,328725.0,Electronics,308000.0
C0035,Electronics,Tablet,111000.0,328680.0,Electronics,288750.0
C0070,Electronics,Smartphone,284000.0,328580.0,Electronics,324500.0
C0217,Electronics,Laptop,308750.0,328090.0,Electronics,308750.0
C0358,Electronics,Smartphone,180000.0,324075.0,Electronics,303750.0
C0282,Electronics,Smartphone,154000.0,323935.0,Electronics,280750.0
C0366,Electronics,Smartphone,200000.0,323670.0,Electronics,287000.0
C0489,Electronics,Smartphone,152000.0,318400.0,Electronics,260750.0
C0382,Electronics,Tablet,120000.0,318280.0,Electronics,288000.0
C0113,Electronics,Laptop,260000.0,313620.0,Electronics,294000.0
C0210,Electronics,Tablet,112500.0,311160.0,Electronics,295500.0
C0086,Electronics,Monitor,160500.0,306400.0,Electronics,303000.0
C0223,Electronics,Tablet,150000.0,306250.0,Electronics,278750.0
C0291,Electronics,Smartphone,250000.0,306200.0,Electronics,263500.0
C0365,Electronics,Smartphone,200000.0,302865.0,Electronics,245000.0
C0002,Electronics,Smartphone,178000.0,300600.0,Electronics,259000.0
C0459,Electronics,Monitor,119250.0,299370.0,Electronics,258750.0
C0337,Electronics,Tablet,198000.0,298475.0,Electronics,249000.0
C0371,Electronics,Tablet,187500.0,297260.0,Electronics,278500.0
C0062,Electronics,Smartphone,242000.0,295210.0,Electronics,284750.0
